16	1	40000
16	40001	80000
16	80001	120000
16	120001	160000
16	160001	200000
16	200001	240000
16	240001	280000
16	280001	320000
16	320001	360000
16	360001	400000
16	400001	440000
16	440001	480000
16	480001	520000
16	520001	560000
16	560001	600000
16	600001	640000
16	640001	680000
16	680001	720000
16	720001	760000
16	760001	800000
16	800001	840000
16	840001	880000
16	880001	920000
16	920001	960000
16	960001	1000000
16	1000001	1040000
16	1040001	1080000
16	1080001	1120000
16	1120001	1160000
16	1160001	1200000
16	1200001	1240000
16	1240001	1280000
16	1280001	1320000
16	1320001	1360000
16	1360001	1400000
16	1400001	1440000
16	1440001	1480000
16	1480001	1520000
16	1520001	1560000
16	1560001	1600000
16	1600001	1640000
16	1640001	1680000
16	1680001	1720000
16	1720001	1760000
16	1760001	1800000
16	1800001	1840000
16	1840001	1880000
16	1880001	1920000
16	1920001	1960000
16	1960001	2000000
16	2000001	2040000
16	2040001	2080000
16	2080001	2120000
16	2120001	2160000
16	2160001	2200000
16	2200001	2240000
16	2240001	2280000
16	2280001	2320000
16	2320001	2360000
16	2360001	2400000
16	2400001	2440000
16	2440001	2480000
16	2480001	2520000
16	2520001	2560000
16	2560001	2600000
16	2600001	2640000
16	2640001	2680000
16	2680001	2720000
16	2720001	2760000
16	2760001	2800000
16	2800001	2840000
16	2840001	2880000
16	2880001	2920000
16	2920001	2960000
16	2960001	3000000
16	3000001	3040000
16	3040001	3080000
16	3080001	3120000
16	3120001	3160000
16	3160001	3200000
16	3200001	3240000
16	3240001	3280000
16	3280001	3320000
16	3320001	3360000
16	3360001	3400000
16	3400001	3440000
16	3440001	3480000
16	3480001	3520000
16	3520001	3560000
16	3560001	3600000
16	3600001	3640000
16	3640001	3680000
16	3680001	3720000
16	3720001	3760000
16	3760001	3800000
16	3800001	3840000
16	3840001	3880000
16	3880001	3920000
16	3920001	3960000
16	3960001	4000000
16	4000001	4040000
16	4040001	4080000
16	4080001	4120000
16	4120001	4160000
16	4160001	4200000
16	4200001	4240000
16	4240001	4280000
16	4280001	4320000
16	4320001	4360000
16	4360001	4400000
16	4400001	4440000
16	4440001	4480000
16	4480001	4520000
16	4520001	4560000
16	4560001	4600000
16	4600001	4640000
16	4640001	4680000
16	4680001	4720000
16	4720001	4760000
16	4760001	4800000
16	4800001	4840000
16	4840001	4880000
16	4880001	4920000
16	4920001	4960000
16	4960001	5000000
16	5000001	5040000
16	5040001	5080000
16	5080001	5120000
16	5120001	5160000
16	5160001	5200000
16	5200001	5240000
16	5240001	5280000
16	5280001	5320000
16	5320001	5360000
16	5360001	5400000
16	5400001	5440000
16	5440001	5480000
16	5480001	5520000
16	5520001	5560000
16	5560001	5600000
16	5600001	5640000
16	5640001	5680000
16	5680001	5720000
16	5720001	5760000
16	5760001	5800000
16	5800001	5840000
16	5840001	5880000
16	5880001	5920000
16	5920001	5960000
16	5960001	6000000
16	6000001	6040000
16	6040001	6080000
16	6080001	6120000
16	6120001	6160000
16	6160001	6200000
16	6200001	6240000
16	6240001	6280000
16	6280001	6320000
16	6320001	6360000
16	6360001	6400000
16	6400001	6440000
16	6440001	6480000
16	6480001	6520000
16	6520001	6560000
16	6560001	6600000
16	6600001	6640000
16	6640001	6680000
16	6680001	6720000
16	6720001	6760000
16	6760001	6800000
16	6800001	6840000
16	6840001	6880000
16	6880001	6920000
16	6920001	6960000
16	6960001	7000000
16	7000001	7040000
16	7040001	7080000
16	7080001	7120000
16	7120001	7160000
16	7160001	7200000
16	7200001	7240000
16	7240001	7280000
16	7280001	7320000
16	7320001	7360000
16	7360001	7400000
16	7400001	7440000
16	7440001	7480000
16	7480001	7520000
16	7520001	7560000
16	7560001	7600000
16	7600001	7640000
16	7640001	7680000
16	7680001	7720000
16	7720001	7760000
16	7760001	7800000
16	7800001	7840000
16	7840001	7880000
16	7880001	7920000
16	7920001	7960000
16	7960001	8000000
16	8000001	8040000
16	8040001	8080000
16	8080001	8120000
16	8120001	8160000
16	8160001	8200000
16	8200001	8240000
16	8240001	8280000
16	8280001	8320000
16	8320001	8360000
16	8360001	8400000
16	8400001	8440000
16	8440001	8480000
16	8480001	8520000
16	8520001	8560000
16	8560001	8600000
16	8600001	8640000
16	8640001	8680000
16	8680001	8720000
16	8720001	8760000
16	8760001	8800000
16	8800001	8840000
16	8840001	8880000
16	8880001	8920000
16	8920001	8960000
16	8960001	9000000
16	9000001	9040000
16	9040001	9080000
16	9080001	9120000
16	9120001	9160000
16	9160001	9200000
16	9200001	9240000
16	9240001	9280000
16	9280001	9320000
16	9320001	9360000
16	9360001	9400000
16	9400001	9440000
16	9440001	9480000
16	9480001	9520000
16	9520001	9560000
16	9560001	9600000
16	9600001	9640000
16	9640001	9680000
16	9680001	9720000
16	9720001	9760000
16	9760001	9800000
16	9800001	9840000
16	9840001	9880000
16	9880001	9920000
16	9920001	9960000
16	9960001	10000000
16	10000001	10040000
16	10040001	10080000
16	10080001	10120000
16	10120001	10160000
16	10160001	10200000
16	10200001	10240000
16	10240001	10280000
16	10280001	10320000
16	10320001	10360000
16	10360001	10400000
16	10400001	10440000
16	10440001	10480000
16	10480001	10520000
16	10520001	10560000
16	10560001	10600000
16	10600001	10640000
16	10640001	10680000
16	10680001	10720000
16	10720001	10760000
16	10760001	10800000
16	10800001	10840000
16	10840001	10880000
16	10880001	10920000
16	10920001	10960000
16	10960001	11000000
16	11000001	11040000
16	11040001	11080000
16	11080001	11120000
16	11120001	11160000
16	11160001	11200000
16	11200001	11240000
16	11240001	11280000
16	11280001	11320000
16	11320001	11360000
16	11360001	11400000
16	11400001	11440000
16	11440001	11480000
16	11480001	11520000
16	11520001	11560000
16	11560001	11600000
16	11600001	11640000
16	11640001	11680000
16	11680001	11720000
16	11720001	11760000
16	11760001	11800000
16	11800001	11840000
16	11840001	11880000
16	11880001	11920000
16	11920001	11960000
16	11960001	12000000
16	12000001	12040000
16	12040001	12080000
16	12080001	12120000
16	12120001	12160000
16	12160001	12200000
16	12200001	12240000
16	12240001	12280000
16	12280001	12320000
16	12320001	12360000
16	12360001	12400000
16	12400001	12440000
16	12440001	12480000
16	12480001	12520000
16	12520001	12560000
16	12560001	12600000
16	12600001	12640000
16	12640001	12680000
16	12680001	12720000
16	12720001	12760000
16	12760001	12800000
16	12800001	12840000
16	12840001	12880000
16	12880001	12920000
16	12920001	12960000
16	12960001	13000000
16	13000001	13040000
16	13040001	13080000
16	13080001	13120000
16	13120001	13160000
16	13160001	13200000
16	13200001	13240000
16	13240001	13280000
16	13280001	13320000
16	13320001	13360000
16	13360001	13400000
16	13400001	13440000
16	13440001	13480000
16	13480001	13520000
16	13520001	13560000
16	13560001	13600000
16	13600001	13640000
16	13640001	13680000
16	13680001	13720000
16	13720001	13760000
16	13760001	13800000
16	13800001	13840000
16	13840001	13880000
16	13880001	13920000
16	13920001	13960000
16	13960001	14000000
16	14000001	14040000
16	14040001	14080000
16	14080001	14120000
16	14120001	14160000
16	14160001	14200000
16	14200001	14240000
16	14240001	14280000
16	14280001	14320000
16	14320001	14360000
16	14360001	14400000
16	14400001	14440000
16	14440001	14480000
16	14480001	14520000
