chrX	1	40001
chrX	40001	80001
chrX	80001	120001
chrX	120001	160001
chrX	160001	200001
chrX	200001	240001
chrX	240001	280001
chrX	280001	320001
chrX	320001	360001
chrX	360001	400001
chrX	400001	440001
chrX	440001	480001
chrX	480001	520001
chrX	520001	560001
chrX	560001	600001
chrX	600001	640001
chrX	640001	680001
chrX	680001	720001
chrX	720001	760001
chrX	760001	800001
chrX	800001	840001
chrX	840001	880001
chrX	880001	920001
chrX	920001	960001
chrX	960001	1000001
chrX	1000001	1040001
chrX	1040001	1080001
chrX	1080001	1120001
chrX	1120001	1160001
chrX	1160001	1200001
chrX	1200001	1240001
chrX	1240001	1280001
chrX	1280001	1320001
chrX	1320001	1360001
chrX	1360001	1400001
chrX	1400001	1440001
chrX	1440001	1480001
chrX	1480001	1520001
chrX	1520001	1560001
chrX	1560001	1600001
chrX	1600001	1640001
chrX	1640001	1680001
chrX	1680001	1720001
chrX	1720001	1760001
chrX	1760001	1800001
chrX	1800001	1840001
chrX	1840001	1880001
chrX	1880001	1920001
chrX	1920001	1960001
chrX	1960001	2000001
chrX	2000001	2040001
chrX	2040001	2080001
chrX	2080001	2120001
chrX	2120001	2160001
chrX	2160001	2200001
chrX	2200001	2240001
chrX	2240001	2280001
chrX	2280001	2320001
chrX	2320001	2360001
chrX	2360001	2400001
chrX	2400001	2440001
chrX	2440001	2480001
chrX	2480001	2520001
chrX	2520001	2560001
chrX	2560001	2600001
chrX	2600001	2640001
chrX	2640001	2680001
chrX	2680001	2720001
chrX	2720001	2760001
chrX	2760001	2800001
chrX	2800001	2840001
chrX	2840001	2880001
chrX	2880001	2920001
chrX	2920001	2960001
chrX	2960001	3000001
chrX	3000001	3040001
chrX	3040001	3080001
chrX	3080001	3120001
chrX	3120001	3160001
chrX	3160001	3200001
chrX	3200001	3240001
chrX	3240001	3280001
chrX	3280001	3320001
chrX	3320001	3360001
chrX	3360001	3400001
chrX	3400001	3440001
chrX	3440001	3480001
chrX	3480001	3520001
chrX	3520001	3560001
chrX	3560001	3600001
chrX	3600001	3640001
chrX	3640001	3680001
chrX	3680001	3720001
chrX	3720001	3760001
chrX	3760001	3800001
chrX	3800001	3840001
chrX	3840001	3880001
chrX	3880001	3920001
chrX	3920001	3960001
chrX	3960001	4000001
chrX	4000001	4040001
chrX	4040001	4080001
chrX	4080001	4120001
chrX	4120001	4160001
chrX	4160001	4200001
chrX	4200001	4240001
chrX	4240001	4280001
chrX	4280001	4320001
chrX	4320001	4360001
chrX	4360001	4400001
chrX	4400001	4440001
chrX	4440001	4480001
chrX	4480001	4520001
chrX	4520001	4560001
